date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:35	94070/94070	---M--	200	added ('OK')	image/jpeg	etag:%2216f76-63d51d90-2940f2452d22b70d;;;%22	https://belaltheme.com/html-preview/Razu/images/blog/2.jpg	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/images/blog/2.jpg	(from https://belaltheme.com/html-preview/Razu/)
14:11:35	76575/76575	---M--	200	added ('OK')	image/jpeg	etag:%2212b1f-63d51d98-e63fdf7c236557fc;;;%22	https://belaltheme.com/html-preview/Razu/images/blog/3.jpg	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/images/blog/3.jpg	(from https://belaltheme.com/html-preview/Razu/)
14:11:36	86708/86708	---M-Z	200	added ('OK')	application/javascript	etag:%22152b4-5fdb84c8-e1bbf920610d17c2;gz%22	https://belaltheme.com/html-preview/Razu/js/jquery.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/jquery.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:36	37330/37330	---M-Z	200	added ('OK')	application/javascript	etag:%2291d2-585ef6a0-75d91c49f6301e07;gz%22	https://belaltheme.com/html-preview/Razu/js/bootstrap.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/bootstrap.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:36	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-58b70830-b1c992ea0da0a923;gz%22	https://belaltheme.com/html-preview/Razu/js/owl.carousel.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/owl.carousel.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:36	15514/15514	---M-Z	200	added ('OK')	application/javascript	etag:%223c9a-57b028f6-bccaec94b8f47518;gz%22	https://belaltheme.com/html-preview/Razu/js/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/modernizr-2.8.3.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:37	5360/5360	---M-Z	200	added ('OK')	application/javascript	etag:%2214f0-55679c8a-c1250691d2df1034;gz%22	https://belaltheme.com/html-preview/Razu/js/jquery.nav.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/jquery.nav.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:37	1424/1424	---M-Z	200	added ('OK')	application/javascript	etag:%22590-5754b3fe-6ab66d8b8728ad91;gz%22	https://belaltheme.com/html-preview/Razu/js/jquery.inview.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/jquery.inview.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:37	35456/35456	---M-Z	200	added ('OK')	application/javascript	etag:%228a80-5b7fe7b4-8b4f38d4c2f530bc;gz%22	https://belaltheme.com/html-preview/Razu/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/isotope.pkgd.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:37	5685/5685	---M-Z	200	added ('OK')	application/javascript	etag:%221635-5bc1cfc8-c9abb3bef5162e5b;gz%22	https://belaltheme.com/html-preview/Razu/js/animated-headline.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/animated-headline.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:38	23383/23383	---M-Z	200	added ('OK')	application/javascript	etag:%225b57-5bb96dda-4d490b409dcffebb;gz%22	https://belaltheme.com/html-preview/Razu/js/particles.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/particles.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:38	2809/2809	---M-Z	200	added ('OK')	application/javascript	etag:%22af9-63983d6c-56f1effd01fb3d69;gz%22	https://belaltheme.com/html-preview/Razu/js/app.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/app.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:38	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:%223135-5505cbf6-44a33325753295ab;gz%22	https://belaltheme.com/html-preview/Razu/js/jquery.stellar.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/jquery.stellar.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:38	9380/9380	---M-Z	200	added ('OK')	application/javascript	etag:%2224a4-5eba8290-feed860566a76e52;gz%22	https://belaltheme.com/html-preview/Razu/js/lightbox.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/lightbox.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:39	3805/3805	---M-Z	200	added ('OK')	application/javascript	etag:%22edd-62729bcc-af9a9b81e2d54366;gz%22	https://belaltheme.com/html-preview/Razu/js/scrolltopcontrol.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/scrolltopcontrol.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:39	8426/8426	---M-Z	200	added ('OK')	application/javascript	etag:%2220ea-55d6b246-b0de950230566b10;gz%22	https://belaltheme.com/html-preview/Razu/js/wow.min.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/wow.min.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:39	2224/2224	---M-Z	200	added ('OK')	application/javascript	etag:%228b0-63c142f8-353e12f6510dcf59;gz%22	https://belaltheme.com/html-preview/Razu/js/main.js	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/js/main.js	(from https://belaltheme.com/html-preview/Razu/)
14:11:40	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-59d235e4-ebb45c040fca0973;gz%22	https://belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont3e6e.eot	(from https://belaltheme.com/html-preview/Razu/fonts/font-awesome.min.css)
14:11:41	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-59d235e4-ebb45c040fca0973;gz%22	https://belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/fontawesome-webfontd41d.eot	(from https://belaltheme.com/html-preview/Razu/fonts/font-awesome.min.css)
14:11:41	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-59d235e4-b3c09539e54916dc;;;%22	https://belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont3e6e.woff2	(from https://belaltheme.com/html-preview/Razu/fonts/font-awesome.min.css)
14:11:42	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-59d235e4-3b5cb2bfec62a4a0;;;%22	https://belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont3e6e.woff	(from https://belaltheme.com/html-preview/Razu/fonts/font-awesome.min.css)
14:11:42	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-59d235e4-57ae76ed19c323bc;gz%22	https://belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont3e6e.ttf	(from https://belaltheme.com/html-preview/Razu/fonts/font-awesome.min.css)
14:11:42	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5380ad4e-659ee05394453ef;gz%22	https://belaltheme.com/html-preview/Razu/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/themify9f24.eot	(from https://belaltheme.com/html-preview/Razu/fonts/themify-icons.css)
14:11:42	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7db-59d235e4-2ff73948de22823e;gz%22	https://belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/fontawesome-webfont3e6e.svg	(from https://belaltheme.com/html-preview/Razu/fonts/font-awesome.min.css)
14:11:42	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5380ad4e-659ee05394453ef;gz%22	https://belaltheme.com/html-preview/Razu/fonts/themify.eot?	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/themifyd41d.eot	(from https://belaltheme.com/html-preview/Razu/fonts/themify-icons.css)
14:11:43	56108/56108	---M--	200	added ('OK')	application/x-font-woff	etag:%22db2c-5380ad4e-c8e9553b6cdb4178;;;%22	https://belaltheme.com/html-preview/Razu/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/themify9f24.woff	(from https://belaltheme.com/html-preview/Razu/fonts/themify-icons.css)
14:11:43	78584/78584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22132f8-5380ad4e-b9d5a6296c568cf9;gz%22	https://belaltheme.com/html-preview/Razu/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/themify9f24.ttf	(from https://belaltheme.com/html-preview/Razu/fonts/themify-icons.css)
14:11:43	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:%223931d-5380ad4e-d651d8eddcd88e6a;gz%22	https://belaltheme.com/html-preview/Razu/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/themify9f24.svg	(from https://belaltheme.com/html-preview/Razu/fonts/themify-icons.css)
14:11:44	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-52e7e44a-60b763e2206a96b;gz%22	https://belaltheme.com/html-preview/Razu/fonts/et-line.eot	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/et-line.eot	(from https://belaltheme.com/html-preview/Razu/fonts/etline.css)
14:11:44	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-52e7e44a-60b763e2206a96b;gz%22	https://belaltheme.com/html-preview/Razu/fonts/et-line.eot?	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/et-lined41d.eot	(from https://belaltheme.com/html-preview/Razu/fonts/etline.css)
14:11:44	55220/55220	---M--	200	added ('OK')	application/x-font-woff	etag:%22d7b4-52e7e44a-5fe5558a3df57db5;;;%22	https://belaltheme.com/html-preview/Razu/fonts/et-line.woff	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/et-line.woff	(from https://belaltheme.com/html-preview/Razu/fonts/etline.css)
14:11:44	32536/32536	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%227f18-52e7e44a-46d5da8ad601cbd0;gz%22	https://belaltheme.com/html-preview/Razu/fonts/et-line.ttf	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/et-line.ttf	(from https://belaltheme.com/html-preview/Razu/fonts/etline.css)
14:11:45	175537/175537	---M-Z	200	added ('OK')	image/svg+xml	etag:%222adb1-52e7e44a-638fe74910488588;gz%22	https://belaltheme.com/html-preview/Razu/fonts/et-line.svg	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/fonts/et-line.svg	(from https://belaltheme.com/html-preview/Razu/fonts/etline.css)
14:11:45	121154/121154	---M-Z	200	added ('OK')	text/css	etag:%221d942-5ede7016-48e2bbedf3f2a9a;gz%22	https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css	(from https://belaltheme.com/html-preview/Razu/css/plugins.css)
14:11:45	2936/2936	---M-Z	200	added ('OK')	text/css	etag:%22b78-58b70830-bfd8ec12dc9f1f7a;gz%22	https://belaltheme.com/html-preview/Razu/css/plugins/owl.carousel.min.css	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/owl.carousel.min.css	(from https://belaltheme.com/html-preview/Razu/css/plugins.css)
14:11:45	936/936	---M-Z	200	added ('OK')	text/css	etag:%223a8-58b70830-ff473f7ee4ef2fd5;gz%22	https://belaltheme.com/html-preview/Razu/css/plugins/owl.theme.default.min.css	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/owl.theme.default.min.css	(from https://belaltheme.com/html-preview/Razu/css/plugins.css)
14:11:45	27224/27224	---M-Z	200	added ('OK')	text/css	etag:%226a58-5bc1d09c-37137b5a57418f39;gz%22	https://belaltheme.com/html-preview/Razu/css/plugins/animated-headline.css	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/animated-headline.css	(from https://belaltheme.com/html-preview/Razu/css/plugins.css)
14:11:46	6052/6052	---M-Z	200	added ('OK')	text/css	etag:%2217a4-5aecb046-9994c86cb259997d;gz%22	https://belaltheme.com/html-preview/Razu/css/plugins/normalize.css	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/normalize.css	(from https://belaltheme.com/html-preview/Razu/css/plugins.css)
14:11:46	25427/25427	---M-Z	200	added ('OK')	text/css	etag:%226353-5a364384-fd0ab13f6652ea17;gz%22	https://belaltheme.com/html-preview/Razu/css/plugins/animate.css	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/animate.css	(from https://belaltheme.com/html-preview/Razu/css/plugins.css)
14:11:46	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22211c-5a1c56f2-d3f6ad2f2af17af7;;;%22	https://belaltheme.com/html-preview/Razu/images/loading.gif	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/images/loading.gif	(from https://belaltheme.com/html-preview/Razu/css/lightbox.min.css)
14:11:47	28699/28699	---M--	200	added ('OK')	image/jpeg	etag:%22701b-63d53bb0-c135b2225d1061c2;;;%22	https://belaltheme.com/html-preview/Razu/images/banner.jpg	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/images/banner.jpg	(from https://belaltheme.com/html-preview/Razu/css/style.css)
14:11:47	113465/113465	---M--	200	added ('OK')	image/jpeg	etag:%221bb39-63987f1e-d031048fab512774;;;%22	https://belaltheme.com/html-preview/Razu/images/counter.jpg	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/images/counter.jpg	(from https://belaltheme.com/html-preview/Razu/css/style.css)
14:11:47	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:04:59%20GMT	https://belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.eot	(from https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css)
14:11:48	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:04:59%20GMT	https://belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regulard41d.eot	(from https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css)
14:11:48	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:05:00%20GMT	https://belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.woff2	(from https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css)
14:11:48	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:05:00%20GMT	https://belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.woff	(from https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css)
14:11:48	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:05:00%20GMT	https://belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.ttf	(from https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css)
14:11:49	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:05:00%20GMT	https://belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/fonts/glyphicons-halflings-regular.svg	(from https://belaltheme.com/html-preview/Razu/css/plugins/bootstrap.min.css)
14:11:49	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Oct%202025%2019:05:00%20GMT	https://belaltheme.com/html-preview/Razu/css/plugins/owl.video.play.png	C:/My%20Web%20Sites/PAG%20de%20JEAN/belaltheme.com/html-preview/Razu/css/plugins/owl.video.play.png	(from https://belaltheme.com/html-preview/Razu/css/plugins/owl.carousel.min.css)
